FoodID	Chapter	Food Name	Alcohol	Alpha-carotene	Alpha-tocopherol	Ash	Available carbohydrate by difference	"Available carbohydrate, FSANZ"	Available carbohydrates by weight	Available carbohydrates in monosaccharide equivalent	Beta-carotene	Beta-carotene equivalents	Beta-tocopherol	Caffeine	Calcium	"Carbohydrate by difference, FSANZ"	Cholesterol	Copper	Delta-tocopherol	Dietary folate equivalents	Dry matter	Edible portion	"Energy, total metabolisable (kcal)"	"Energy, total metabolisable (kcal, including dietary fibre)"	"Energy, total metabolisable (kJ)"	"Energy, total metabolisable (kJ, including dietary fibre)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)"	"Fat, total"	Fatty acid 18:3 omega-3	Fatty acid 20:5 omega-3	Fatty acid 22:5 omega-3	Fatty acid 22:6 omega-3	"Fatty acid cis, trans 18:2 omega-9, 11"	"Fatty acid cis,cis 18:2 omega-6"	"Fatty acids, total long chain polyunsaturated omega-3"	"Fatty acids, total monounsaturated"	"Fatty acids, total polyunsaturated"	"Fatty acids, total polyunsaturated omega-3"	"Fatty acids, total polyunsaturated omega-6"	"Fatty acids, total saturated"	"Fatty acids, total trans"	"Fibre, total dietary"	"Fibre, water-insoluble"	"Fibre, water-soluble"	"Folate food, naturally occurring food folates"	"Folate, total"	"Folic acid, synthetic folic acid"	Fructose	Gamma-tocopherol	Glucose	Iodide	Iron	Lactose	Magnesium	Maltose	Manganese	Niacin equivalents from tryptophan	"Niacin equivalents, total"	"Niacin, preformed"	"Nitrogen, total"	Phosphorus	Potassium	"Protein, total; calculated from total nitrogen"	Retinol	Riboflavin	Selenium	Sodium	"Starch, total"	Sucrose	"Sugars, total"	Thiamin	Total carbohydrate by difference	Total carbohydrates by summation	Tryptophan	"Vitamin A, retinol equivalents"	Vitamin B12	Vitamin B6	Vitamin C	Vitamin D; calculated by summation	"Vitamin E, alpha-tocopherol equivalents"	Water	Zinc	
FoodID	Chapter	Food Name	g/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	mg/100g	?g/100g	g/100g	%	kcal/100g	kcal/100g	kJ/100g	kJ/100g	kcal/100g	kJ/100g	kcal/100g	kJ/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	?g/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	g/100g	?g/100g	mg/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	mg/100g	g/100g	g/100g	mg/100g	?g/100g	?g/100g	mg/100g	mg/100g	?g/100g	mg/100g	g/100g	mg/100g	
A1060	A	"Biscuit, chocolate chip fudge, ready to eat, Chocolate Chip Fudge, Farmbake, Arnott's"	0	0	2.24	1.02	68.08	68.9	68.9	73.8	7	7		3.77	48	68.08	5	0.16	0	9	97	100	479.49	483.49	2012.76	2028.76	485.35	2028.76	482	2014.75	20.05	0.057	0	0		0.019	1.695	0	6.952	1.771	0.057	1.695	10.171	0.152	2	1.3	0.7	9	9	0	0	0.13	0	4.3	1.7	1.3	34	0	630	1.24	1.38	0.14	1.01	100	170	5.86	4.41	0.11	5	210	29.1	38.5	39.8	0.14	70.08	70.9	73	5.58	0.36	0.11	0	0	2.26	3	0.69	
A1061	A	"Biscuit, chocolate chip, ready to eat, Chocolate Chip, Cookie Time"	0	0	1.46	1.48	59.46	61.65	61.65	65.84	89	89		7.74	50	59.46	54	0.2	0	9	92.95	100	482.85	487.25	2022.87	2040.47	488.15	2040.47	479.25	2003.28	23.4	0.156	0.022	0.022		0.178	0.578	0.067	5.402	1	0.222	0.6	14.983	0.778	2.2	1.6	0.6	9	9	0	0	0.1	0	4.2	11.7	1	40	0	500	1.24	1.34	0.1	1.1	100	210	6.41	129.3	0.11	2	380	22.2	38.45	39.45	0.1	61.66	63.85	73	144.16	0.15	0.26	0	0	1.47	7.05	0.71	
A1062	A	"Biscuit, milk chocolate, ready to eat, Milk Chocolate, Arnott's & Griffin's, composite"	0	0	2.22	1.6	62.74	62.53	62.53	66.83	11	11		4.85	70	62.74	6.2	0.22	0.01	42	97.9	100	483.96	492.36	2027.75	2061.35	493.15	2061.35	493.99	2064.89	23.28	0.066	0	0		0	1.636	0	7.33	1.703	0.066	1.636	12.736	0.111	4.2	3.5	0.7	42	42	0	0.6	0.28	0.55	7.6	4.6	3.82	56.5	0.4	1200	1.04	1.22	0.18	1.05	180	305	6.09	9	0.19	2	275	24.64	32.53	37.89	0.18	66.94	66.73	60.9	10.84	0.38	0.65	0	0	2.25	2.1	0.97	
A1063	A	"Biscuit, milk chocolate, ready to eat, Tim Tam, Arnott's & Chit Chat, Griffin's, composite"	0	0	2.73	1.28	65.4	66.7	66.7	70.94	14	14		8.34	85	65.4	6.7	0.19	0.01	42	98.85	100	514.01	517.61	2153.11	2167.51	518.54	2167.51	513.26	2145.45	25.15	0.06	0	0		0	1.278	0	6.929	1.338	0.06	1.278	15.22	0.108	1.8	1.3	0.5	42	42	0	0.75	0.34	1.15	9	15	4.25	41	1.78	510	0.89	1.02	0.13	0.9	130	275	5.22	10.08	0.23	1.5	200	20.15	38.63	46.55	0.13	67.2	68.5	52.2	12.42	0.38	0.62	0	0	2.77	1.15	0.69	
A1064	A	"Biscuit, milk chocolate, ready to eat, Double Coat, Tim Tam, Arnott's"	0	0	3.69	1.1	65.6	68.46	68.46	72.6	17	17		6.96	51	65.6	8.9	0.22	0.01	42	99.08	100	527.08	530.08	2207.63	2219.63	531.01	2219.63	519.4	2171.08	25.95	0.074	0	0		0.025	1.454	0	8.308	1.553	0.074	1.454	14.372	0.173	1.5	1	0.5	42	42	0	0.8	0.38	1.6	15.5	5.8	5.46	42	0	510	0.84	0.93	0.09	0.85	110	220	4.93	20.88	0.19	3	390	16.9	43.7	51.56	0.09	67.1	69.96	49.3	23.72	0.38	0.73	0	0	3.72	0.93	0.76	
A1066	A	"Biscuit, white & dark chocolate, ready to eat, White & Dark Chocolate, Farmbake, Arnott's"	0	0	2.25	1.01	67.09	69.95	69.95	74.9	0	0		3.77	10	67.09	5.1	0.15	0	42	96.4	100	490.87	495.07	2059.64	2076.44	496.76	2076.44	485.12	2027.82	21.25	0.04	0	0		0	1.676	0	6.783	1.716	0.04	1.676	11.467	0.121	2.1	1.4	0.7	42	42	0	0.1	0.15	0.6	3.7	14.5	1	37	0	400	0.84	0.94	0.1	0.85	120	230	4.96	0	0.08	4	160	29.8	38.45	40.15	0.1	69.19	72.05	49.6	0	0.15	1.12	0	0	2.27	3.6	0.62	
A1067	A	"Biscuit, milk chocolate, ready to eat, Double Chocolate, Cookies, Ernest Adams"	0	0	2.85	1.81	64.41	66.14	66.14	70.86	0	0		8.63	34	64.41	10	0.15	0	42	95.3	100	476.14	481.14	1997.3	2017.3	482.61	2017.3	475.58	1987.92	21.05	0.04	0	0		0	1.56	0	6.499	1.6	0.04	1.56	11.479	0.18	2.5	1.8	0.7	42	42	0	0.6	0.15	0.82	2.7	2	1.1	31	0.72	600	1.24	1.35	0.11	0.95	80	160	5.54	0	0.08	3	260	29.7	33.2	36.44	0.11	66.91	68.64	73	0	0.15	0.39	0	0	2.86	4.7	0.56	
A1068	A	"Biscuit, dark chocolate, ready to eat, Dark Chocolate, Arnott's & Wheaten, Griffin's, composite"	0	6	3	1.5	61.29	58.76	58.76	62.89	12.8	15.8		12.46	41	61.29	3.3	0.33	0.01	42	97.85	100	473.52	483.72	1982.79	2023.59	484.11	2023.59	494.4	2066.59	23.73	0.068	0	0		0	1.612	0	7.427	1.679	0.068	1.612	13.129	0.068	5.1	4.1	1	42	42	0	0.65	0.33	0.6	3.8	11.1	1.41	70	0	1360	0.02	0.2	0.18	1.07	170	290	6.24	0	0.11	2	280	25.05	31.05	33.71	0.18	66.39	63.86	1.1	2.64	0.38	0.79	0	0	3.03	2.15	1.11	
A1069	A	"Biscuit, dark chocolate, ready to eat, Dark Chocolate, Digestive, Arnott's"	0	6	3	1.41	61.05	61.92	61.92	66.3	12.8	15.8		12.46	50	61.05	3.3	0.3	0.01	42	97.35	100	485.35	495.55	2033.11	2073.91	496.15	2073.91	492.62	2059.17	23.7	0.068	0	0		0	1.621	0	7.678	1.689	0.068	1.621	12.811	0.113	5.1	4.1	1	42	42	0	1.3	0.33	1.2	6.1	6.8	1.92	62	0	1200	1.04	1.22	0.18	1.05	150	250	6.09	0	0.11	4	260	28.2	29.3	33.72	0.18	66.15	67.02	60.9	2.64	0.38	0.79	0	0	3.03	2.65	0.98	
A1070	A	"Biscuit, dark chocolate, ready to eat, Dark Chocolate, Wheaten, Griffin's"	0	6	3	1.59	61.61	55.6	55.6	59.48	12.8	15.8		12.46	32	61.61	3.3	0.36	0.01	42	98.43	100	461.69	471.89	1932.48	1973.28	472.08	1973.28	496.5	2075.38	23.75	0.068	0	0		0	1.602	0	7.243	1.67	0.068	1.602	13.447	0.023	5.1	4.1	1	42	42	0	0	0.33	0	1.5	15.4	0.9	78	0	1520	1.08	1.26	0.18	1.1	190	330	6.38	0	0.11	0	300	21.9	32.8	33.7	0.18	66.71	60.7	63.8	2.64	0.38	0.79	0	0	3.03	1.57	1.23	
A1071	A	"Biscuit, milk chocolate, ready to eat, Original, Tim Tam, Arnott's"	0	0	2.73	1.05	65.04	68.47	68.47	72.7	14	14		8.34	90	65.04	6.7	0.13	0.01	42	98.79	100	527.45	531.05	2209.16	2223.56	531.95	2223.56	518.03	2165.38	26	0.074	0	0		0.025	1.606	0	8.423	1.704	0.074	1.606	14.128	0.173	1.8	1.3	0.5	42	42	0	0.8	0.34	1.6	12.3	4	3.89	34	2.33	410	0.83	0.96	0.13	0.84	110	210	4.9	10.08	0.23	3	170	18.7	41.15	49.77	0.13	66.84	70.27	49	12.42	0.38	0.62	0	0	2.77	1.21	0.59	
A1072	A	"Biscuit, milk chocolate, ready to eat, Double Deck Dark Chocolate Delight, Chit Chat, Griffin's"	0	0	2.73	1.52	65.76	64.96	64.96	69.22	14	14		8.34	80	65.76	6.7	0.24	0.01	42	98.91	100	500.69	504.29	2097.57	2111.97	505.26	2111.97	508.5	2125.52	24.3	0.046	0	0		0	0.97	0	5.517	1.016	0.046	0.97	16.206	0.069	1.8	1.3	0.5	42	42	0	0.7	0.34	0.7	5.7	26	4.64	48	1.22	610	0.94	1.07	0.13	0.95	150	340	5.54	10.08	0.23	0	230	21.6	36.1	43.36	0.13	67.56	66.76	55.4	12.42	0.38	0.62	0	0	2.77	1.09	0.79	
A1073	A	"Biscuit, chocolate chip, ready to eat, Chocolate Chip, Smart, Cookie Time"	0	0	2.93	1.21	60.76	56.5	56.5	60.39	12.2	12.2		7.74	70	60.76	23	0.18	0	9	91.45	100	417.17	427.17	1749.66	1789.66	428.15	1789.66	445.47	1862.08	18.65	0.656	0	0		0.018	2.179	0	8.079	2.853	0.656	2.179	6.272	0.053	5	1.4	3.6	9	9	0	0	0.47	0	3.1	3.9	0	42	0	470	1.24	1.28	0.04	1	90	210	5.83	7.32	0.06	0	270	21.3	35.2	35.2	0.04	65.76	61.5	73	9.36	0.36	0.25	0	0	2.97	8.55	0.64	
A1074	A	"Biscuit, milk chocolate, ready to eat, Milk Chocolate, Digestives, Arnott's"	0	0	2.22	1.38	63.59	65.07	65.07	69.56	11	11		4.85	90	63.59	6.2	0.19	0.01	42	97.55	100	485.55	493.95	2035.63	2069.23	495.03	2069.23	489.04	2044.18	22.35	0.064	0	0		0.021	1.529	0	7.219	1.614	0.064	1.529	12.039	0.17	4.2	3.5	0.7	42	42	0	1.2	0.28	1.1	11.4	4.5	3.82	49	0	980	1.03	1.21	0.18	1.04	160	260	6.03	9	0.19	4	220	27.1	31.85	37.97	0.18	67.79	69.27	60.3	10.84	0.38	0.65	0	0	2.25	2.45	0.87	
A1075	A	"Biscuit, milk chocolate, ready to eat, Wheaten, Griffin's"	0	0	2.22	1.82	61.99	60.02	60.02	64.13	11	11		4.85	50	61.99	6.2	0.24	0.01	42	98.36	100	482.46	490.86	2020.22	2053.82	491.34	2053.82	499.37	2087.38	24.2	0.069	0	0		0	1.747	0	7.426	1.816	0.069	1.747	13.449	0.069	4.2	3.5	0.7	42	42	0	0	0.28	0	3.8	4.7	3.82	64	0.8	1420	1.05	1.23	0.18	1.06	200	350	6.15	117	0.19	0	330	22.2	33.2	37.82	0.18	66.19	64.22	61.5	118.84	0.38	0.65	0	0	2.25	1.65	1.06	
A1076	A	"Biscuit, dark chocolate, ready to eat, Classic Dark, Tim Tam, Arnott's"	0	0	3.44	1.34	61.42	63.7	63.7	67.65	7	7		19.29	49	61.42	3.3	0.44	0.01	42	98.97	100	518.25	526.05	2169.02	2200.22	526.37	2200.22	517.11	2161.53	26.85	0.051	0	0		0	1.658	0	8.571	1.709	0.051	1.658	14.616	0.179	3.9	2.9	1	42	42	0	0.8	0.31	1.2	3.6	8.8	1.7	72	0	830	0.93	1.03	0.1	0.94	120	340	5.45	0	0.09	3	140	17.3	42.7	46.4	0.1	65.32	67.6	54.5	1.17	0.38	1.67	0	0	3.48	1.04	1.04	
A1097	A	"Bread, pita, white, composite"	0	0	0.1	1.15	50.88	49.2	49.2	53.97	0	0		0	34.2	50.88	0	0.16	0	24	66.35	100	246.55	252.55	1046.72	1070.72	256.15	1070.72	262.98	1099.27	0.89								0.18	0.3			0.12		3	1.13	1.88	24	24	0	0.6	0	0	0	1.02	0	30.5	1.7	712	1.77	2.96	1.19	1.83	95.1	124	10.43	0	0.04	18.6	344	46.9	0	2.3	0.67	53.88	52.2	104.3	0	0	0.08	0	0	0.1	33.65	0.96	
A1098	A	"Bread, gluten free, white, sliced, prepacked, Gluten Free White, Burgen"	0	0	0.66	2	42.7	44.1	44.1	48.15	0	0	0.02	0	68	42.7	0	0.01	0	0	59.6	100	229.7	245.1	970.1	1031.7	246.82	1031.7	241.12	1007.9	4.9	0.272	0	0	0	0	0.684	0	2.712	0.956	0.272	0.684	0.946	0.042	7.7	6.9	0.8	0	0	0	0	0.15	0.7	4	0	2.6	7.7	0.7	7	0.43	0.43	0	0.37	70	112	2.3	0	0.18	0	690	37.6	2.5	6.5	0.06	50.4	51.8	25.3	0	0	0.09	0	0	0.68	40.4	0.26	
A11	A	"Biscuit, short-sweet"	0			1.1	62.87	62.1	62.1	67.27		6		0	23	62.87	19	0.11		13	96.7	100	496.21	500.01	2077.78	2092.98	500.71	2092.98	503.85	2106.1	24.9								8.427	2.595			12.474		1.9			13	13	0	0		1.4	0.69	1	0	15	0	620	1.24	1.54	0.3	1.04	84	109	5.93	0	0.04	3	357	42.7	18	19.4	0.2	64.77	64	72.8	1	0	0.05	0	0	1.3	3.3	0.6	
A1100	A	"Bread, gluten free, grain & seed, sliced, prepacked, Gluten Free Ancient Grain & Seeds, Burgen"	0	0	2.5	2	34.35	33	33	35.84	0	0	0.11	0	100	34.35	0	0.23	0	0	61.5	100	227.7	251.9	956.85	1053.65	252.07	1053.65	257.56	1076.6	8.7	0.482	0	0	0	0.008	3.327	0	3.044	3.818	0.482	3.327	1.322	0.05	12.1	11	1.1	0	0	0	0.5	0.2	0.8	6.6	1.3	2.4	70	0.6	480	0.94	1.9	0.96	0.7	171	240	4.35	0	0.22	0	500	25	3.7	8	0.17	46.45	45.1	55	0	0	0.27	0	0	2.56	38.5	1.06	
A1101	A	"Bread, gluten free, seed, sliced, prepacked, Gluten Free 6 Seed, Vogel's"	0	0	0.58	1.7	40.15	30.8	30.8	33.56	0	0	0.04	0	99	40.07	0	0.2	0	28.3	59.2	100	218.5	225.3	918.75	945.95	226.55	946.96	264.26	1104.59	7.9	0.506	0	0	0	0.008	2.477	0	3.61	2.998	0.506	2.485	0.838	0.008	3.4	3.2	0.2	28.3	28.3	0	1	0.26	1.3	31	1.3	0	49	1.8	520	1.26	1.86	0.6	0.97	114	140	6.05	0	0.18	4	410	26.7	0	4.1	0.11	43.55	34.2	74	0	0	0.24	0	0	0.62	40.8	1.03	
A111	A	"Muffin, English, toasted"	0	0		3	42	40.6	40.6	44.54	0	0		0	132	42	0	0.2		45	60.8	100	219.52	226.32	931.07	958.27	229.25	958.27	234.93	982	1.5								0.2	0.7			0.3		3.4			45	45	0	0.35		0.35	0.32	1.2	0.9	30	0	858	2.1	4.3	2.2	1.88	147	146	10.9	0	0.13	28	465	38.8	0.2	1.8	0.32	45.4	44		0	0	0.12	0	0	0.67	39.2	1.2	
A1119	A	"Crumpet, white, as purchased, commercial"	0	0	0.07	2.4	36.84	31.58	31.58	34.66	0	0	0.02	0	71	36.84	0	0.1	0	0	48.6	100	158.82	163.53	673.84	692.71	165.72	692.71	187.12	782.18	0.9	0.023	0	0	0	0	0.459	0	0.19	0.482	0.023	0.459	0.178	0	2.36	1.73	0.63	0	0	0	0	0	0	0	0.6	0	21	1.5	620	1.09	1.59	0.5	1.07	270	134	6.1	0	0.04	6	760	30.08	0	1.5	0.11	39.2	33.94	64	0	0	0.13	0	0	0.08	51.4	0.43	
A1120	A	"Crumpet, white, toasted, commercial"	0	0	0.08	2.6	39.93	34.25	34.25	37.59	0	0	0.02	0	77	39.93	0	0.11	0	0	52.7	100	172.44	177.56	731.64	752.09	179.93	752.09	203.04	848.71	1	0.025	0	0	0	0	0.498	0	0.206	0.523	0.025	0.498	0.193	0	2.56	1.88	0.68	0	0	0	0	0	0	0	0.65	0	22.77	1.63	672.36	1.18	1.72	0.54	1.16	292.8	145.32	6.61	0	0.04	6.51	824.18	32.62	0	1.63	0.1	42.49	36.8	69.4	0	0	0.14	0	0	0.09	47.3	0.47	
A1121	A	"Bagels, white, plain, as purchased, commercial"	0	0	0.12	1.6	51.27	46.18	46.18	50.4	0	0	0.05	0	34	51.27	0	0.14	0	77.33	66.1	100	235.93	241.04	1000.59	1021.03	244.27	1021.03	264.95	1107.5	1.7	0.05	0	0	0	0	0.662	0	0.549	0.712	0.05	0.662	0.338	0	2.56	1.58	0.97	64.05	72	7.95	1.6	0.01	1.1	39	0.8	0	27	2.5	800	1.68	2.5	0.82	1.54	95	135	8.98	0	0.08	9	470	40.98	0	5.2	0.15	53.82	48.74	99	0	0	0.14	0	0	0.14	33.9	0.62	
A1122	A	"Bagels, white, plain, toasted, commercial"	0	0	0.13	1.72	55.22	49.74	49.74	54.29	0	0	0.05	0	36.62	55.22	0	0.15	0	70.8	71.2	100	254.13	259.63	1077.75	1099.77	263.1	1099.77	285.39	1192.91	1.83	0.054	0	0	0	0	0.713	0	0.591	0.767	0.054	0.713	0.364	0	2.75	1.71	1.04	58.64	65.92	7.28	1.72	0.01	1.18	39.91	0.86	0	29.08	2.69	861.7	1.81	2.7	0.88	1.66	102.33	145.41	9.67	0	0.09	9.69	506.25	44.14	0	5.6	0.13	57.97	52.49	106.63	0	0	0.15	0	0	0.15	28.8	0.67	
A1123	A	"Bread, chapatti or roti, wholemeal, ready to eat, restaurant"	0	0	0.49	1.6	44.26	42.26	42.26	46.3	0	0	0.1	0	24	44.26	0	0.25	0	13	65.7	100	246.25	259.58	1040.46	1093.77	261.67	1093.77	269.79	1127.73	4.9	0.203	0	0	0	0	1.567	0	1.702	1.786	0.204	1.583	0.957	0.016	6.66	5.65	1.01	13	13	0	0	0.09	0.6	6.9	2.4	0	68	2.5	2000	1.55	3.56	2.01	1.42	179	250	8.28	0	0.09	10	320	39.16	0	3.1	0.27	50.92	48.92	91	0	0	0.48	0	0	0.54	34.3	1.25	
A1124	A	"Bread, naan, white, plain, ready to eat, restaurant"	0	0	0.41	2.3	46.77	44.07	44.07	48.28	0	0	0.05	0	220	46.77	5.9	0.12	0	12	65.5	100	252.48	260.5	1066.42	1098.48	262.79	1098.48	273.76	1144.32	5.3	0.205	0	0	0	0	1.288	0	1.801	1.508	0.205	1.303	1.116	0.028	4.01	3.2	0.81	12	12	0	0	0.08	0	9.4	1.1	0.6	27	2	850	1.33	2.12	0.79	1.25	250	142	7.13	0	0.07	7	580	40.07	1.4	4	0.12	50.78	48.08	78	0	0	0.22	0	0	0.44	34.5	0.5	
A1125	A	"Bread roll or bun, white, plain, ready to eat, commercial, fortified folate"	0	0	0	1.8	49.75	45.26	45.26	49.63	0	0	0.03	0	48	49.75	0	0.15	0	117.01	66.6	100	237.56	244.64	1007.01	1035.33	247.69	1035.33	265.97	1111.74	2.1	0.058	0	0	0	0	0.72	0	0.504	0.78	0.058	0.721	0.538	0.004	3.54	2.43	1.11	12.3	75	62.7	0	0.01	0	44	0.9	0	30	3.1	810	1.73	2.87	1.14	1.65	107	157	9.41	0	0.09	9	540	42.16	0	3.1	0.32	53.3	48.8	102	0	0	0.3	0	0	0.01	33.4	0.74	
A1126	A	"Bread roll or bun, wholemeal, ready to eat, commercial, fortified folate"	0	0	0.12	2	42.45	37.61	37.61	41.23	0	0	0.08	0	41	42.45	0	0.24	0	53.1	63.6	100	214.65	227.34	909.01	959.78	229.61	959.78	249.3	1042.09	2.6	0.086	0	0	0	0	0.888	0	0.615	0.98	0.086	0.894	0.547	0.002	6.35	4.92	1.42	3	33	30	0	0.02	0	38	1.9	0	69	2.8	1950	1.96	3.9	1.94	1.75	193	250	10.2	0	0.13	8	550	34.81	0	2.8	0.25	48.8	43.96	115	0	0	0.57	0	0	0.15	36.4	1.5	
A113	A	"Muffin, fruit, toasted"	0	0		2.4	47.22	49.7	49.7	54.5	0	0		0	115	47.22	0	0.2		45	63.2	100	254.9	258.5	1081.09	1095.49	262.08	1095.49	252.01	1053.4	1.8								0.4	0.7			0.3		1.8			45	45	0	0.4		0.4	0.32	2.2	1.7	24	0	701	2.1	3.9	1.8	1.72	199	220	9.98	0	0.08	28	130	47	0.2	2.7	0.16	49.02	51.5		0	0	0.12	0	0	0.67	36.8	0.9	
A1133	A	"Scone, white, with dates, ready to eat, commercial"	0	0	0.56	2.8	51.04	47.5	47.5	51.01	26	26	0.07	0	93	51.04	4.5	0.13	0.01	3.53	69.25	100	261.4	268.53	1104.97	1133.48	271.17	1133.48	285.54	1193.58	4.8	0.221	0.002	0	0	0	0.869	0.002	1.833	1.102	0.223	0.878	1.255	0.031	3.56	2.78	0.78	3.53	3.53	0	5.4	0.3	5.2	2.42	0.91	0.9	29.29	0.5	525.27	1.33	1.99	0.66	1.24	474.76	250	7.05	8	0.09	3.03	610	33.3	2.2	14.2	0.19	54.6	51.06	78	12.34	0	0.67	0	0	0.62	30.75	0.99	
A1134	A	"Scone, white, plain, ready to eat, commercial"	0	0	0.7	3.4	49.44	45.56	45.56	49.88	26	26	0.09	0	46	49.44	0	0.13	0.01	3.53	69.3	100	263.37	268.72	1112.82	1134.21	271.34	1134.21	287.14	1200.24	5.2	0.328	0	0.002	0.002	0	1.165	0.006	2.279	1.519	0.334	1.185	1.042	0.006	2.67	2.13	0.54	3.53	3.53	0	0	0.22	0	2.41	0.9	0.9	29.08	0.9	521.51	1.6	2.05	0.45	1.51	471.36	137	8.58	0	0.05	3.01	850	40.86	2.9	4.7	0.16	52.12	48.23	94	4.34	0	0.19	0	0	0.76	30.7	0.98	
A1135	A	"Scone, white, with cheese, ready to eat, commercial"	0	0	0.62	3.3	38.94	34.57	34.57	37.85	26	26	0.07	0	220	38.94	21	0.12	0.01	3.53	66.8	100	283.91	288.73	1192.37	1211.64	289.87	1211.64	307.61	1285.82	11.4	0.264	0.007	0.004	0	0	0.915	0.016	3.148	1.214	0.28	0.935	5.032	0.21	2.41	2.1	0.31	3.53	3.53	0	0	0.14	0	2.32	0.87	0.8	28.03	0.7	502.69	2.01	2.41	0.4	1.89	454.36	125	10.76	57	0.14	2.9	740	30.97	2.1	3.6	0.19	41.34	36.98	118	61.34	0	0.21	0	0	0.66	33.2	0.95	
A119	A	"Cracker, wheat, ready to eat, Meal Mates, Griffin's"	0	0		2.65	58.43	49.85	49.85	54.78	0	0		0	57	58.43	52.9	0.25		26	98.25	100	463.19	469.99	1936.38	1963.58	469.76	1963.58	504.64	2109.4	25.74						3.582		8.56	3.582		3.582	9.465		3.4			26	26	0	0		0	0.81	1.4	0	62	0	1000	2	3.5	1.5	1.35	250	180	8.03	0	0.06	9	760	48.8	1.05	1.05	0.05	61.83	53.25		0	0	0.21	0	0	1.53	1.75	1.3	
A12	A	"Biscuit, wafer, raspberry, cream filled, ready to eat, composite"	0			0.48	70.62	70.95	70.95	76.13		6		0	20	70.62	1.54	0.05		3.95	97.74	100	494.39	497.19	2073.76	2084.96	498.79	2084.96	497.47	2079.42	21.93						0.15		0.219	0.15		0.15	20.461		1.4			3.95	3.95	0	0		0	32	0.47	0	15	0.6	290	0.69	0.81	0.12	0.58	50	73	3.31	0	0.03	11	110	32.55	37.8	38.4	0	72.02	72.35	40.6	1	0	0	0	0	0.13	2.26	0.23	
A127	A	"Muffin, blueberry"	0	0		0.96	46.48	45.84	45.89	48.98	0	0		0	30	46.48	6	0.07		12	71.9	100	362.2	366.8	1516.87	1535.27	367.29	1535.27	369.68	1545.28	18								4.85	6.99			3.234		2.3			12	12	0	1.3		1.4	8.66	0.82	0.6	12	0.5	260	2.1	2.16	0.06	0.73	87	84	4.16	14.7	0.07	7.73	240	18.54	23.55	27.3	0.02	48.78	48.14		14.7	0	0.03	0	0	4.2	28.1	0.49	
A128	A	"Muffin, chocolate"	0	0		1.1	54.96	53.11	53.06	56.66	0	0		3.3	27	54.96	41	0.15		10	82.95	100	413.39	416.59	1731.9	1744.7	417.39	1744.7	425.13	1777.05	20								4.72	5.08			6.101		1.6			10	10	0	0.1		0.35	8.66	1.2	0.6	23	0.5	425	2.1	2.1	0	0.85	110	125	5.29	15	0.08	7.73	220	19.36	32.15	33.75	0.02	56.56	54.71		15	0	0.03	0	0	3.99	17.05	0.61	
A129	A	"Muffin, bran"	0			3	45.19	40.62	40.62	43.47		370		0	130	45.19	36.9	0.22		10	67.3	100	259.16	269.16	1091.37	1131.37	270.66	1131.37	289.26	1209.1	8.05								2.9	2.57			1.13		5			10	10	0	0.6		0.8	8.66	5	0.4	81	0.15	1800	1.4	4.36	2.96	0.96	350	230	6.06	6.9	0.08	7.73	730	17.87	20.8	22.75	0	50.19	45.62		68.69	0	0.08	0	0	2.53	32.7	1.7	
A130	A	"Bun, iced"	0			1.1	56.09	63.18	63.18	66.94		6		0	34	56.09	4	0.14		40	72.65	100	337.36	343.96	1424.76	1451.16	347.17	1451.16	318.34	1330.65	7.2								1.575	0.632			3.901		3.3			40	40	0	8.8		8.1	0.32	1.6	0.1	22	1.75	430	1.6	2.17	0.57	0.87	54	120	4.96	0	0.04	0	200	28.83	15.6	34.35	0.11	59.39	66.48		1	0	0.05	0	0	0.66	27.35	0.81	
A131	A	"Bun, spiced"	0	0		1.7	50.62	49.12	49.12	52.9	0	0		0	78	50.62	2	0.22		32	65.6	100	242.17	248.77	1027.79	1054.19	252.2	1054.19	258.28	1079.6	1.15								0.159	0.421			0.191		3.3			32	32	0	5.9		4.6	0.32	3.8	0.1	38	1.5	820	1.6	2.24	0.64	1.55	100	220	8.84	0	0.08	0	380	36.92	0.1	12.2	0.13	53.92	52.42		0	0	0.08	0	0	0.38	34.4	1.5	
